ad_id,reporting_date,campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
951462,21/08/2017,936,45-49,F,16,20,19,7589.0,2,3.150000095,1.0,1.0
951464,21/08/2017,936,45-49,F,16,17,21,20997.0,10,11.94999981,1.0,0.0
951465,21/08/2017,936,45-49,F,16,18,17,4617.0,1,1.360000014,1.0,0.0
951608,20/08/2017,936,40-44,F,10,15,13,3149.0,1,1.480000019,1.0,0.0
951677,20/08/2017,936,35-39,F,27,28,31,2563.0,1,1.480000019,1.0,0.0
951715,20/08/2017,936,45-49,F,64,65,65,10677.0,5,7.269999981,1.0,0.0
951756,20/08/2017,936,35-39,F,22,25,26,2189.0,1,0.409999996,1.0,0.0
951779,20/08/2017,936,45-49,F,27,32,29,3277.0,2,2.680000067,1.0,0.0
951812,29/08/2017,936,35-39,F,16,18,18,16274.0,4,6.079999924,2.0,0.0
951837,29/08/2017,936,45-49,F,20,23,23,2077.0,1,1.50999999,1.0,1.0
951856,25/08/2017,936,30-34,F,20,23,21,4626.0,2,2.099999905,2.0,0.0
951941,25/08/2017,936,30-34,F,28,33,34,2764.0,1,1.559999943,1.0,1.0
952001,25/08/2017,936,45-49,F,10,12,13,5447.0,2,2.960000038,1.0,0.0
952031,25/08/2017,936,40-44,F,16,17,17,28169.0,8,12.36999989,1.0,1.0
1121091,28/08/2017,1178,30-34,M,10,11,15,1194718.0,141,254.049996,28.0,14.0
1121092,28/08/2017,1178,30-34,M,10,12,11,637648.0,67,122.4,13.0,5.0
1121095,28/08/2017,1178,30-34,M,10,16,12,459690.0,50,86.33000112,5.0,2.0
1121096,28/08/2017,1178,30-34,M,10,11,16,750060.0,86,161.9099991,11.0,2.0
1121097,29/08/2017,1178,30-34,M,15,18,18,30068.0,1,1.820000052,1.0,0.0
1121098,29/08/2017,1178,30-34,M,15,18,21,1267550.0,123,236.7699986,24.0,10.0
1121100,29/08/2017,1178,30-34,M,15,20,17,3052003.0,340,639.9499981,60.0,17.0
1121101,28/08/2017,1178,30-34,M,15,17,21,29945.0,1,1.590000033,2.0,1.0
1121102,25/08/2017,1178,30-34,M,15,18,20,357856.0,30,52.97000015,7.0,3.0
1121104,25/08/2017,1178,30-34,M,16,20,20,2080666.0,202,360.1500015,40.0,21.0
1121105,26/08/2017,1178,30-34,M,16,22,19,145999.0,9,16.5200001,5.0,2.0
1121107,26/08/2017,1178,30-34,M,16,17,19,32616.0,1,1.539999962,2.0,0.0
1121108,26/08/2017,1178,30-34,M,16,20,18,984521.0,95,163.8999972,26.0,14.0
1121110,26/08/2017,1178,30-34,M,18,20,22,880814.0,123,210.3600006,6.0,2.0
1121111,26/08/2017,1178,30-34,M,18,19,21,182452.0,20,35.73000026,4.0,1.0
1121113,27/08/2017,1178,30-34,M,18,24,24,894911.0,120,215.8399994,7.0,4.0
1121114,27/08/2017,1178,30-34,M,18,23,23,31349.0,2,3.800000072,1.0,0.0
1121115,26/08/2017,1178,30-34,M,19,21,21,410310.0,55,96.80000055,3.0,0.0
1121116,26/08/2017,1178,30-34,M,19,20,24,572450.0,89,157.329998,7.0,4.0
1121117,26/08/2017,1178,30-34,M,19,24,25,98759.0,15,26.56999946,1.0,1.0
1121119,25/08/2017,1178,30-34,M,19,21,22,345371.0,54,93.08999991,7.0,3.0
1121121,25/08/2017,1178,30-34,M,20,22,25,323899.0,46,78.9200002,5.0,1.0
1121122,25/08/2017,1178,30-34,M,20,21,25,399199.0,58,103.1500002,3.0,0.0
1121123,25/08/2017,1178,30-34,M,20,24,22,171202.0,22,36.53000021,3.0,1.0
1121124,26/08/2017,1178,30-34,M,20,26,24,128386.0,15,28.85000002,2.0,1.0
1121125,26/08/2017,1178,30-34,M,20,26,24,1034284.0,152,257.7099986,20.0,9.0
1121126,26/08/2017,1178,30-34,M,20,21,24,45923.0,5,7.220000148,2.0,0.0
1121127,26/08/2017,1178,30-34,M,21,23,22,40873.0,4,7.899999976,2.0,1.0
1121128,26/08/2017,1178,30-34,M,21,26,22,286553.0,34,62.06000042,2.0,1.0
1121129,28/08/2017,1178,30-34,M,21,25,25,20618.0,1,2.099999905,2.0,1.0
1121131,28/08/2017,1178,30-34,M,21,27,25,83591.0,7,14.14000046,2.0,2.0
1121132,21/08/2017,1178,30-34,M,21,23,27,114923.0,12,23.73000026,4.0,2.0
1121133,21/08/2017,1178,30-34,M,22,25,23,25002.0,1,1.710000038,1.0,0.0
1121134,21/08/2017,1178,30-34,M,22,27,28,68905.0,5,9.440000057,1.0,0.0
1121136,21/08/2017,1178,30-34,M,22,26,26,169588.0,16,27.79999924,1.0,0.0
1121138,21/08/2017,1178,30-34,M,22,26,24,328991.0,35,67.65000057,5.0,2.0
1121141,21/08/2017,1178,30-34,M,23,29,27,23198.0,2,2.980000019,1.0,0.0
1121142,21/08/2017,1178,30-34,M,23,24,27,26890.0,2,3.24000001,1.0,0.0
1121143,21/08/2017,1178,30-34,M,23,28,27,221695.0,31,52.26000011,5.0,2.0
1121152,20/08/2017,1178,30-34,M,24,29,28,88443.0,7,13.0400002,1.0,1.0
1121153,20/08/2017,1178,30-34,M,24,27,30,187856.0,23,38.38999975,5.0,1.0
1121164,19/08/2017,1178,30-34,M,25,31,30,570699.0,80,138.7699997,9.0,2.0
1121167,19/08/2017,1178,30-34,M,25,29,31,1063508.0,145,260.3800013,23.0,7.0
1121168,19/08/2017,1178,30-34,M,25,27,28,50523.0,6,8.549999952,1.0,0.0
1121172,20/08/2017,1178,30-34,M,26,30,28,87935.0,9,15.63000023,1.0,0.0
1121173,20/08/2017,1178,30-34,M,26,31,32,278225.0,33,60.19999957,3.0,0.0
1121175,20/08/2017,1178,30-34,M,26,28,29,209461.0,20,34.19000006,1.0,0.0
1121177,20/08/2017,1178,30-34,M,26,28,29,26316.0,2,3.24000001,3.0,0.0
1121181,20/08/2017,1178,30-34,M,27,32,29,41030.0,3,5.140000105,2.0,1.0
1121182,20/08/2017,1178,30-34,M,27,28,33,876671.0,120,216.5599982,22.0,4.0
1121183,21/08/2017,1178,30-34,M,27,32,29,399392.0,53,93.07000041,5.0,0.0
1121184,22/08/2017,1178,30-34,M,27,31,29,283858.0,30,56.05999923,1.0,0.0
1121185,23/08/2017,1178,30-34,M,27,28,29,260699.0,31,54.09999871,5.0,2.0
1121193,23/08/2017,1178,30-34,M,28,34,29,57781.0,5,7.800000072,2.0,1.0
1121195,23/08/2017,1178,30-34,M,28,34,33,38757.0,3,5.220000029,1.0,0.0
1121196,23/08/2017,1178,30-34,M,28,29,29,1392288.0,206,358.5500029,31.0,7.0
1121197,23/08/2017,1178,30-34,M,28,30,32,1109387.0,159,280.9899995,13.0,2.0
1121202,28/08/2017,1178,30-34,M,29,32,34,581281.0,65,115.1200008,10.0,5.0
1121203,23/08/2017,1178,30-34,M,29,35,33,1048861.0,128,219.770002,22.0,8.0
1121205,23/08/2017,1178,30-34,M,29,32,30,297452.0,30,52.01999986,4.0,1.0
1121206,23/08/2017,1178,30-34,M,29,34,31,227925.0,22,35.30999994,22.0,12.0
1121207,23/08/2017,1178,30-34,M,29,34,31,374175.0,38,63.32000101,8.0,3.0
1121211,23/08/2017,1178,30-34,M,30,32,31,223586.0,32,54.24000037,1.0,0.0
1121213,22/08/2017,1178,30-34,M,30,31,35,283170.0,39,65.22999996,2.0,1.0
1121215,22/08/2017,1178,30-34,M,30,31,34,41636.0,3,4.210000038,1.0,0.0
1121216,22/08/2017,1178,30-34,M,30,32,34,198658.0,30,48.60999978,8.0,1.0
1121220,22/08/2017,1178,30-34,M,31,37,35,100596.0,10,13.91999972,4.0,2.0
1121223,22/08/2017,1178,30-34,M,31,37,35,64020.0,5,11.0599997,1.0,0.0
1121229,22/08/2017,1178,30-34,M,32,36,37,404866.0,43,87.42000079,4.0,0.0
1121231,22/08/2017,1178,30-34,M,32,36,35,22256.0,1,1.659999967,1.0,1.0
1121233,22/08/2017,1178,30-34,M,32,34,36,57690.0,4,6.74000001,1.0,0.0
1121241,27/08/2017,1178,30-34,M,36,40,37,24952.0,5,8.220000267,3.0,2.0
1121242,27/08/2017,1178,30-34,M,36,37,39,38900.0,3,5.580000043,1.0,0.0
1121243,22/08/2017,1178,30-34,M,36,42,42,53520.0,6,9.2299999,1.0,1.0
1121244,22/08/2017,1178,30-34,M,36,41,41,181683.0,20,34.22999972,2.0,1.0
1121245,22/08/2017,1178,30-34,M,36,37,40,29185.0,2,3.149999976,1.0,0.0
1121246,22/08/2017,1178,30-34,M,36,41,38,105047.0,13,20.2099994,3.0,1.0
1121250,22/08/2017,1178,30-34,M,63,67,64,287976.0,31,59.43999982,3.0,2.0
1121251,23/08/2017,1178,30-34,M,63,65,69,212175.0,22,38.58999968,2.0,1.0
1121254,22/08/2017,1178,30-34,M,63,64,65,124005.0,11,21.84999979,4.0,1.0
1121255,22/08/2017,1178,30-34,M,63,64,67,20423.0,1,1.960000038,1.0,0.0
1121261,22/08/2017,1178,30-34,M,64,67,65,103001.0,14,22.32000005,1.0,0.0
1121262,30/08/2017,1178,30-34,M,64,66,67,447420.0,66,110.2399991,7.0,2.0
1121263,30/08/2017,1178,30-34,M,64,66,69,156101.0,19,29.75000048,2.0,2.0
1121264,30/08/2017,1178,30-34,M,64,70,67,93015.0,12,18.47000015,1.0,0.0
1121265,22/08/2017,1178,30-34,M,65,70,68,145398.0,23,36.24000025,1.0,0.0
1121269,22/08/2017,1178,30-34,M,65,67,67,296413.0,50,76.43999958,3.0,1.0
1121274,22/08/2017,1178,30-34,M,2,4,7,63785.0,7,11.80000019,6.0,2.0
1121275,22/08/2017,1178,30-34,M,2,8,3,118522.0,14,26.81999981,2.0,1.0
1121276,22/08/2017,1178,30-34,M,2,5,5,240123.0,38,65.67000115,5.0,4.0
1121277,23/08/2017,1178,30-34,M,7,9,13,169108.0,20,32.24000025,2.0,1.0
1121278,23/08/2017,1178,30-34,M,7,13,10,1044442.0,142,245.5999999,22.0,8.0
1121279,24/08/2017,1178,30-34,M,7,10,13,93891.0,11,17.6400001,5.0,3.0
1121282,24/08/2017,1178,30-34,M,7,11,10,185823.0,25,38.54999936,4.0,1.0
1121284,24/08/2017,1178,30-34,M,66,68,70,175631.0,23,40.75999951,1.0,0.0
1121285,24/08/2017,1178,30-34,M,66,68,70,37187.0,4,6.370000005,1.0,0.0
1121287,24/08/2017,1178,30-34,M,66,69,69,344618.0,51,89.76000047,3.0,1.0
1121289,24/08/2017,1178,35-39,M,10,14,13,98066.0,9,16.1500001,1.0,0.0
1121290,24/08/2017,1178,35-39,M,10,13,12,770749.0,100,189.1299984,13.0,3.0
1121291,24/08/2017,1178,35-39,M,10,16,14,52553.0,5,8.529999852,1.0,0.0
1121292,23/08/2017,1178,35-39,M,10,15,16,362296.0,39,67.77000129,7.0,3.0
1121293,23/08/2017,1178,35-39,M,10,16,13,427729.0,50,96.8999989,4.0,1.0
1121296,23/08/2017,1178,35-39,M,15,17,19,180351.0,21,37.13000011,1.0,1.0
1121297,23/08/2017,1178,35-39,M,15,16,16,187329.0,29,53.15999961,2.0,1.0
1121300,23/08/2017,1178,35-39,M,15,16,17,782894.0,118,192.9299995,5.0,2.0
1121302,23/08/2017,1178,35-39,M,16,17,22,1206533.0,128,236.1199988,17.0,6.0
1121303,23/08/2017,1178,35-39,M,16,19,21,84494.0,7,12.57000017,2.0,0.0
1121304,23/08/2017,1178,35-39,M,16,17,20,94257.0,7,12.5800004,1.0,1.0
1121309,23/08/2017,1178,35-39,M,18,24,20,131060.0,16,28.04999959,2.0,1.0
1121310,23/08/2017,1178,35-39,M,18,21,19,341603.0,50,83.48000121,4.0,2.0
1121311,30/08/2017,1178,35-39,M,18,20,24,140749.0,19,30.4799999,1.0,1.0
1121312,30/08/2017,1178,35-39,M,18,19,21,102525.0,13,20.29999983,2.0,1.0
1121316,28/08/2017,1178,35-39,M,19,23,23,447952.0,68,131.5799983,8.0,1.0
1121317,28/08/2017,1178,35-39,M,19,25,23,76355.0,9,14.62999988,2.0,0.0
1121319,28/08/2017,1178,35-39,M,20,26,26,256598.0,38,64.46999931,6.0,1.0
1121321,28/08/2017,1178,35-39,M,20,21,21,127476.0,21,30.15000057,3.0,2.0
1121322,28/08/2017,1178,35-39,M,20,22,24,237603.0,37,62.25000024,5.0,2.0
1121327,28/08/2017,1178,35-39,M,21,22,22,271091.0,42,78.03999984,3.0,1.0
1121330,28/08/2017,1178,35-39,M,21,23,22,21743.0,2,3.400000095,1.0,0.0
1121333,28/08/2017,1178,35-39,M,22,25,25,88970.0,10,14.8300004,2.0,0.0
1121334,28/08/2017,1178,35-39,M,22,24,26,108362.0,13,22.42999983,1.0,1.0
1121335,28/08/2017,1178,35-39,M,22,25,23,188596.0,27,44.14000034,3.0,0.0
1121336,27/08/2017,1178,35-39,M,22,24,24,275080.0,43,69.65999997,4.0,3.0
1121337,27/08/2017,1178,35-39,M,23,28,28,64647.0,10,16.26999998,1.0,0.0
1121338,27/08/2017,1178,35-39,M,23,27,24,31265.0,4,5.789999902,1.0,0.0
1121340,27/08/2017,1178,35-39,M,23,27,28,140147.0,24,42.08000016,2.0,0.0
1121341,27/08/2017,1178,35-39,M,23,26,27,223120.0,40,67.66999984,1.0,0.0
1121342,28/08/2017,1178,35-39,M,23,29,27,104869.0,18,34.07000089,1.0,0.0
1121344,28/08/2017,1178,35-39,M,24,27,27,165177.0,23,41.71999967,4.0,1.0
1121345,27/08/2017,1178,35-39,M,24,29,29,84194.0,11,19.56999981,1.0,0.0
1121347,27/08/2017,1178,35-39,M,24,25,28,220581.0,31,57.37,1.0,1.0
1121350,29/08/2017,1178,35-39,M,25,27,31,75804.0,10,17.36999965,2.0,1.0
1121352,29/08/2017,1178,35-39,M,25,30,29,368986.0,59,100.289999,0.0,0.0
1121353,30/08/2017,1178,35-39,M,25,30,27,28194.0,3,3.709999919,2.0,0.0
1121355,29/08/2017,1178,35-39,M,26,29,27,99961.0,14,23.2099998,1.0,0.0
1121361,30/08/2017,1178,35-39,M,27,28,33,685781.0,103,177.8899992,10.0,1.0
1121364,30/08/2017,1178,35-39,M,27,30,28,274222.0,43,66.7700001,2.0,1.0
1121365,30/08/2017,1178,35-39,M,27,33,31,110503.0,25,32.67999995,4.0,0.0
1121367,30/08/2017,1178,35-39,M,28,31,29,1447755.0,233,420.5799983,11.0,8.0
1121368,30/08/2017,1178,35-39,M,28,33,31,358987.0,52,87.55000067,1.0,0.0
1121369,30/08/2017,1178,35-39,M,28,33,31,826205.0,125,232.3700008,5.0,1.0
1121370,29/08/2017,1178,35-39,M,28,33,32,550954.0,84,150.1400012,3.0,0.0
1121372,29/08/2017,1178,35-39,M,28,34,34,378350.0,55,96.48000073,4.0,0.0
1121373,29/08/2017,1178,35-39,M,29,32,33,492784.0,56,95.5100013,7.0,4.0
1121374,29/08/2017,1178,35-39,M,29,34,35,327158.0,43,72.3100003,6.0,2.0
1121377,29/08/2017,1178,35-39,M,29,34,30,59390.0,5,9.209999919,5.0,3.0
1121378,29/08/2017,1178,35-39,M,29,33,33,1040330.0,147,254.2500038,13.0,2.0
1121379,29/08/2017,1178,35-39,M,30,31,35,49422.0,6,11.17000031,1.0,0.0
1121380,29/08/2017,1178,35-39,M,30,35,32,131091.0,18,34.23000026,3.0,1.0
1121381,29/08/2017,1178,35-39,M,30,31,36,95691.0,15,25.26000011,1.0,1.0
1121390,29/08/2017,1178,35-39,M,31,32,36,15513.0,1,1.289999962,1.0,0.0
1121391,20/08/2017,1178,35-39,M,32,33,33,382537.0,63,113.9900012,4.0,3.0
1121394,20/08/2017,1178,35-39,M,32,37,33,461356.0,64,121.0999982,6.0,3.0
1121395,23/08/2017,1178,35-39,M,32,38,34,392541.0,53,98.70000017,3.0,2.0
1121398,23/08/2017,1178,35-39,M,36,39,38,35088.0,5,8.800000072,1.0,1.0
1121400,23/08/2017,1178,35-39,M,36,38,41,53933.0,6,9.929999948,3.0,1.0
1121403,24/08/2017,1178,35-39,M,63,65,68,228861.0,33,53.38999939,4.0,2.0
1121405,24/08/2017,1178,35-39,M,63,66,69,20959.0,2,3.769999981,1.0,1.0
1121410,24/08/2017,1178,35-39,M,64,68,70,24992.0,2,3.190000057,1.0,0.0
1121411,24/08/2017,1178,35-39,M,64,70,65,100351.0,15,24.17999995,2.0,1.0
1121412,24/08/2017,1178,35-39,M,64,68,70,292448.0,43,76.89999968,2.0,1.0
1121413,23/08/2017,1178,35-39,M,64,67,69,65060.0,7,14.5200001,1.0,1.0
1121414,23/08/2017,1178,35-39,M,64,70,66,133316.0,21,36.17000055,2.0,0.0
1121415,23/08/2017,1178,35-39,M,65,66,71,113501.0,26,38.44000077,5.0,4.0
1121418,23/08/2017,1178,35-39,M,65,71,70,192810.0,41,61.92999995,4.0,3.0
1121421,21/08/2017,1178,35-39,M,2,8,6,233404.0,43,70.4100008,2.0,1.0
1121422,23/08/2017,1178,35-39,M,2,7,7,128843.0,24,37.5999999,2.0,0.0
1121423,23/08/2017,1178,35-39,M,2,5,7,63564.0,12,20.59000027,2.0,0.0
1121425,23/08/2017,1178,35-39,M,2,8,7,85970.0,14,24.78000021,1.0,1.0
1121428,23/08/2017,1178,35-39,M,7,9,13,131232.0,16,29.53999937,1.0,1.0
1121429,23/08/2017,1178,35-39,M,7,13,9,152454.0,22,37.84999979,1.0,1.0
1121430,23/08/2017,1178,35-39,M,7,10,9,28989.0,2,2.290000021,1.0,0.0
1121433,24/08/2017,1178,35-39,M,66,69,72,80248.0,15,24.1900003,1.0,1.0
1121437,24/08/2017,1178,35-39,M,66,68,68,38580.0,5,8.519999981,1.0,0.0
1121439,25/08/2017,1178,40-44,M,10,11,15,621591.0,91,163.36,5.0,1.0
1121440,25/08/2017,1178,40-44,M,10,15,11,250499.0,36,58.14000005,3.0,1.0
1121442,25/08/2017,1178,40-44,M,10,15,14,131637.0,18,29.30999982,2.0,1.0
1121443,25/08/2017,1178,40-44,M,10,12,15,463813.0,69,116.3399996,4.0,2.0
1121444,25/08/2017,1178,40-44,M,10,13,12,211767.0,35,60.89999914,5.0,1.0
1121446,25/08/2017,1178,40-44,M,15,17,17,163181.0,26,40.02000093,1.0,1.0
1121451,25/08/2017,1178,40-44,M,16,20,18,1117385.0,147,260.0699984,11.0,2.0
1121452,25/08/2017,1178,40-44,M,16,21,22,1663441.0,205,359.4700001,17.0,6.0
1121453,25/08/2017,1178,40-44,M,16,18,17,455248.0,54,105.7099996,5.0,2.0
1121454,25/08/2017,1178,40-44,M,16,22,20,75589.0,6,10.66000009,1.0,1.0
1121455,24/08/2017,1178,40-44,M,16,21,22,594267.0,82,143.3000009,3.0,2.0
1121456,24/08/2017,1178,40-44,M,16,22,22,315281.0,35,65.02999854,1.0,0.0
1121464,24/08/2017,1178,40-44,M,19,23,25,363456.0,71,117.5599997,7.0,1.0
1121466,24/08/2017,1178,40-44,M,19,23,25,438983.0,81,143.4300001,3.0,1.0
1121467,24/08/2017,1178,40-44,M,19,20,24,42563.0,5,9.659999847,1.0,1.0
1121469,25/08/2017,1178,40-44,M,20,26,21,399035.0,75,124.7999995,7.0,3.0
1121471,24/08/2017,1178,40-44,M,20,21,26,304680.0,59,98.55000019,3.0,0.0
1121472,24/08/2017,1178,40-44,M,20,21,25,140596.0,23,40.77000022,1.0,0.0
1121473,24/08/2017,1178,40-44,M,20,25,22,439986.0,80,134.8799999,4.0,3.0
1121474,21/08/2017,1178,40-44,M,20,26,26,75803.0,11,19.3599999,2.0,2.0
1121481,19/08/2017,1178,40-44,M,22,27,25,153586.0,28,43.01000035,2.0,0.0
1121482,19/08/2017,1178,40-44,M,22,24,24,180815.0,31,42.62999976,1.0,0.0
1121483,19/08/2017,1178,40-44,M,22,26,23,253169.0,51,75.78999984,1.0,0.0
1121484,19/08/2017,1178,40-44,M,22,28,27,34453.0,5,7.710000038,1.0,1.0
1121487,19/08/2017,1178,40-44,M,23,25,26,51550.0,8,14.03999984,1.0,0.0
1121489,19/08/2017,1178,40-44,M,23,28,24,110018.0,24,39.85999966,1.0,0.0
1121493,19/08/2017,1178,40-44,M,24,28,30,137584.0,21,36.77999961,1.0,0.0
1121497,19/08/2017,1178,40-44,M,24,25,27,209825.0,30,54.86999953,1.0,0.0
1121499,19/08/2017,1178,40-44,M,25,27,31,264222.0,63,87.7899996,1.0,1.0
1121510,19/08/2017,1178,40-44,M,26,30,31,31202.0,5,6.730000019,1.0,0.0
1121511,18/08/2017,1178,40-44,M,27,29,32,252991.0,49,76.83999932,3.0,0.0
1121514,18/08/2017,1178,40-44,M,27,31,30,56265.0,9,15.53999972,1.0,0.0
1121523,18/08/2017,1178,40-44,M,29,32,34,76923.0,11,17.67000008,2.0,2.0
1121524,18/08/2017,1178,40-44,M,29,30,35,209332.0,30,49.60000014,3.0,1.0
1121525,18/08/2017,1178,40-44,M,29,32,33,214094.0,31,53.26999903,1.0,0.0
1121526,19/08/2017,1178,40-44,M,29,35,32,526209.0,85,126.9299996,3.0,2.0
1121527,19/08/2017,1178,40-44,M,29,35,35,741143.0,120,179.620001,4.0,1.0
1121528,19/08/2017,1178,40-44,M,29,33,31,172827.0,25,38.42000043,2.0,0.0
1121530,19/08/2017,1178,40-44,M,30,36,33,188873.0,38,58.5999999,1.0,1.0
1121532,19/08/2017,1178,40-44,M,30,35,32,123126.0,25,39.72999978,2.0,1.0
1121535,20/08/2017,1178,40-44,M,31,33,32,77794.0,14,19.11000001,1.0,1.0
1121541,21/08/2017,1178,40-44,M,32,33,37,56630.0,9,15.81000018,1.0,1.0
1121544,21/08/2017,1178,40-44,M,32,33,36,400844.0,85,140.9700022,4.0,2.0
1121545,20/08/2017,1178,40-44,M,32,33,35,208572.0,36,60.76000023,2.0,1.0
1121548,21/08/2017,1178,40-44,M,36,38,37,59004.0,8,13.51000011,1.0,0.0
1121551,21/08/2017,1178,40-44,M,36,40,39,196253.0,32,55.10000002,1.0,0.0
1121554,21/08/2017,1178,40-44,M,63,64,66,51858.0,8,12.63000011,1.0,1.0
1121557,21/08/2017,1178,40-44,M,63,68,64,280764.0,49,81.36000025,2.0,1.0
1121561,21/08/2017,1178,40-44,M,64,69,70,63660.0,11,16.47000003,1.0,1.0
1121562,20/08/2017,1178,40-44,M,64,65,67,109289.0,19,31.02999997,1.0,0.0
1121568,20/08/2017,1178,40-44,M,65,70,70,188440.0,40,60.72999966,2.0,1.0
1121571,20/08/2017,1178,40-44,M,2,3,5,212496.0,44,74.83000135,2.0,1.0
1121572,20/08/2017,1178,40-44,M,2,6,3,32574.0,5,7.480000019,1.0,0.0
1121575,20/08/2017,1178,40-44,M,2,4,5,128595.0,23,36.4800005,1.0,1.0
1121577,20/08/2017,1178,40-44,M,7,9,11,242234.0,48,68.06000054,2.0,0.0
1121584,20/08/2017,1178,40-44,M,66,67,67,33154.0,5,7.879999995,1.0,1.0
1121585,20/08/2017,1178,40-44,M,66,72,68,9773.0,1,1.460000038,1.0,0.0
1121589,20/08/2017,1178,45-49,M,10,16,11,464036.0,77,123.5500004,3.0,1.0
1121590,20/08/2017,1178,45-49,M,10,16,15,478480.0,75,135.7500012,3.0,1.0
1121592,20/08/2017,1178,45-49,M,10,14,11,428812.0,66,116.8800001,4.0,2.0
1121593,26/08/2017,1178,45-49,M,10,16,16,1177535.0,221,365.6600009,15.0,3.0
1121594,26/08/2017,1210,45-49,M,10,14,14,426500.0,72,128.2799988,4.0,1.0
1121597,30/08/2017,1210,45-49,M,15,21,19,54237.0,7,10.77999985,2.0,1.0
1121598,30/08/2017,1210,45-49,M,15,19,18,506916.0,89,133.6999986,2.0,2.0
1121599,30/08/2017,1210,45-49,M,15,17,18,250960.0,42,64.87999952,2.0,0.0
1121601,30/08/2017,1210,45-49,M,16,20,18,2286228.0,353,603.380002,16.0,7.0
1121602,30/08/2017,1210,45-49,M,16,21,20,915451.0,125,220.559999,6.0,1.0
1121603,30/08/2017,1210,45-49,M,16,21,17,159478.0,20,33.89999998,3.0,1.0
1121605,30/08/2017,1210,45-49,M,16,20,17,1228924.0,190,318.9700032,6.0,3.0
1121606,30/08/2017,1210,45-49,M,16,22,17,938283.0,134,248.6400001,7.0,2.0
1121607,30/08/2017,1210,45-49,M,18,24,23,154572.0,26,40.93000007,1.0,1.0
1121609,30/08/2017,1210,45-49,M,18,19,19,378171.0,70,109.2500008,1.0,0.0
1121612,29/08/2017,1210,45-49,M,18,19,22,468749.0,84,134.1199975,6.0,1.0
1121613,29/08/2017,1210,45-49,M,19,25,25,309823.0,60,103.3899996,4.0,4.0
1121615,29/08/2017,1210,45-49,M,19,21,25,327227.0,65,116.5599996,5.0,0.0
1121616,29/08/2017,1210,45-49,M,19,23,24,334945.0,72,120.2999994,2.0,1.0
1121617,29/08/2017,1210,45-49,M,19,23,22,68859.0,15,25.45999968,1.0,0.0
1121619,30/08/2017,1210,45-49,M,20,22,26,127125.0,20,35.67999983,2.0,0.0
1121620,30/08/2017,1210,45-49,M,20,21,24,415798.0,80,131.7800006,3.0,1.0
1121622,30/08/2017,1210,45-49,M,20,22,23,107671.0,20,29.91000021,1.0,1.0
1121623,29/08/2017,1210,45-49,M,20,24,22,164356.0,28,46.7900002,2.0,1.0
1121624,30/08/2017,1210,45-49,M,20,26,25,17662.0,2,3.189999938,1.0,0.0
1121627,30/08/2017,1210,45-49,M,21,27,27,65339.0,10,16.67999983,2.0,0.0
1121628,19/08/2017,1210,45-49,M,21,25,22,59838.0,7,11.11000013,1.0,0.0
1121629,19/08/2017,1210,45-49,M,21,24,23,381577.0,81,127.5699993,2.0,0.0
1121635,19/08/2017,1210,45-49,M,22,24,27,45491.0,8,11.00999999,1.0,0.0
1121638,19/08/2017,1210,45-49,M,23,28,29,18946.0,2,3.599999905,1.0,0.0
1121641,19/08/2017,1210,45-49,M,23,29,29,114370.0,18,33.65999997,1.0,0.0
1121642,19/08/2017,1210,45-49,M,23,26,29,99698.0,21,33.3499999,1.0,0.0
1121644,19/08/2017,1210,45-49,M,24,26,25,355165.0,81,128.6099997,4.0,3.0
1121650,19/08/2017,1210,45-49,M,25,26,29,101431.0,23,33.93000031,1.0,1.0
1121652,18/08/2017,1210,45-49,M,25,30,29,123151.0,24,36.4400003,2.0,1.0
1121660,18/08/2017,1210,45-49,M,26,30,29,24078.0,4,5.769999981,1.0,0.0
1121661,18/08/2017,1210,45-49,M,27,33,30,517801.0,105,181.7200011,3.0,0.0
1121662,18/08/2017,1210,45-49,M,27,28,32,145104.0,25,41.42000008,2.0,1.0
1121664,18/08/2017,1210,45-49,M,27,31,28,179950.0,35,58.67999971,1.0,0.0
1121665,18/08/2017,1210,45-49,M,27,31,31,258531.0,46,80.33999979,2.0,0.0
1121666,18/08/2017,1210,45-49,M,27,31,29,272500.0,62,104.4599996,3.0,0.0
1121667,18/08/2017,1210,45-49,M,28,31,32,273197.0,57,87.7300005,3.0,0.0
1121668,18/08/2017,1210,45-49,M,28,30,34,775904.0,172,253.990002,4.0,2.0
1121669,18/08/2017,1210,45-49,M,28,33,33,120251.0,26,39.44000006,1.0,0.0
1121671,18/08/2017,1210,45-49,M,28,29,32,139406.0,24,39.04999948,1.0,0.0
1121672,29/08/2017,1210,45-49,M,28,32,31,60314.0,11,16.93999958,2.0,1.0
1121673,29/08/2017,1210,45-49,M,29,34,30,563074.0,86,142.7099985,4.0,2.0
1121674,27/08/2017,1210,45-49,M,29,30,30,168655.0,18,27.29999983,2.0,0.0
1121675,27/08/2017,1210,45-49,M,29,34,31,111963.0,17,29.3799994,2.0,1.0
1121676,27/08/2017,1210,45-49,M,29,32,30,1026304.0,168,277.5799986,17.0,8.0
1121677,27/08/2017,1210,45-49,M,29,35,34,1391924.0,258,422.8400038,17.0,10.0
1121678,27/08/2017,1210,45-49,M,29,33,33,147551.0,22,38.50000083,1.0,0.0
